transect_id,longitude,latitude,elev_lowestmode,elev_dem,rh100,quality_flag,beam
0,-70.139838,-12.586625,244.66000366210938,245.0,25.01,1,BEAM01
0,-70.139993,-12.5864,250.16000366210938,248.0,34.45,1,BEAM01
0,-70.139187,-12.586175,250.5399932861328,250.0,28.3,1,BEAM01
0,-70.139399,-12.585724,249.32000732421875,248.0,23.13,0,BEAM01
0,-70.139941,-12.585499,249.4600067138672,249.0,29.63,1,BEAM01
0,-70.139836,-12.585274,248.07000732421875,248.0,30.87,1,BEAM01
0,-70.139955,-12.585049,247.22999572753906,248.0,29.91,1,BEAM01
0,-70.13967,-12.584824,250.02000427246094,250.0,22.26,1,BEAM01
0,-70.139907,-12.584598,246.32000732421875,249.0,29.14,1,BEAM01
0,-70.140061,-12.584373,250.64999389648438,250.0,29.08,1,BEAM01
0,-70.140138,-12.584148,250.74000549316406,251.0,33.68,1,BEAM01
0,-70.139248,-12.583247,235.5399932861328,236.0,24.02,1,BEAM01
0,-70.139454,-12.583022,242.97999572753906,241.0,20.82,1,BEAM01
0,-70.139401,-12.582797,241.61000061035156,241.0,31.64,1,BEAM01
0,-70.139724,-12.582346,246.1199951171875,245.0,27.58,1,BEAM01
0,-70.139464,-12.581445,242.47999572753906,242.0,32.0,1,BEAM01
0,-70.139884,-12.58122,242.9199981689453,242.0,24.19,1,BEAM01
0,-70.139427,-12.580995,235.66000366210938,237.0,23.14,1,BEAM01
0,-70.14009,-12.580319,221.27000427246094,221.0,26.54,1,BEAM01
0,-70.139393,-12.579643,220.6300048828125,221.0,30.12,1,BEAM01
0,-70.139747,-12.579418,221.83999633789062,221.0,20.83,1,BEAM01
0,-70.139923,-12.578517,220.6300048828125,221.0,28.8,1,BEAM01
0,-70.139833,-12.578292,220.5800018310547,221.0,28.19,1,BEAM01
0,-70.140031,-12.577842,219.94000244140625,221.0,28.44,1,BEAM01
0,-70.139114,-12.577391,234.72000122070312,235.0,22.37,1,BEAM01
0,-70.139731,-12.577166,240.14999389648438,238.0,24.15,1,BEAM01
0,-70.140127,-12.57604,248.47999572753906,248.0,33.12,1,BEAM01
0,-70.139463,-12.575815,247.8800048828125,247.0,33.34,1,BEAM01
0,-70.13916,-12.575589,249.35000610351562,248.0,28.6,1,BEAM01
0,-70.139153,-12.575364,247.58999633789062,247.0,31.54,1,BEAM01
0,-70.139955,-12.575139,245.89999389648438,246.0,33.52,1,BEAM01
0,-70.139543,-12.574914,245.3699951171875,246.0,23.45,1,BEAM01
0,-70.139444,-12.574688,243.52999877929688,244.0,32.8,1,BEAM01
0,-70.139521,-12.573788,245.4199981689453,245.0,31.48,1,BEAM01
0,-70.139448,-12.573337,247.42999267578125,249.0,32.9,1,BEAM01
0,-70.139256,-12.573112,245.4600067138672,245.0,20.53,1,BEAM01
0,-70.139544,-12.572887,245.07000732421875,245.0,34.2,1,BEAM01
0,-70.139705,-12.572661,246.1699981689453,247.0,33.08,1,BEAM01
0,-70.14003,-12.572211,245.57000732421875,244.0,24.73,1,BEAM01
0,-70.13913,-12.571986,241.0,241.0,27.3,1,BEAM01
0,-70.139373,-12.571085,235.5399932861328,236.0,20.25,1,BEAM01
0,-70.139885,-12.57086,241.05999755859375,241.0,23.74,1,BEAM01
0,-70.140131,-12.570409,221.02999877929688,221.0,29.53,1,BEAM01
0,-70.139267,-12.569508,220.82000732421875,221.0,34.71,1,BEAM01
0,-70.139491,-12.569283,220.6300048828125,221.0,33.04,1,BEAM01
0,-70.13971,-12.568833,223.00999450683594,221.0,34.63,1,BEAM01
0,-70.139528,-12.568607,221.17999267578125,221.0,31.93,1,BEAM01
0,-70.14006,-12.568382,222.1300048828125,221.0,24.5,1,BEAM01
0,-70.13958,-12.567706,221.0800018310547,221.0,21.55,1,BEAM01
0,-70.140128,-12.567481,237.42999267578125,237.0,32.09,1,BEAM01
0,-70.140011,-12.567031,237.82000732421875,239.0,32.91,1,BEAM01
0,-70.139572,-12.566806,220.41000366210938,221.0,21.54,1,BEAM01
0,-70.139133,-12.56658,220.7100067138672,221.0,31.64,1,BEAM01
0,-70.139563,-12.565905,221.69000244140625,221.0,29.11,1,BEAM01
0,-70.139576,-12.565229,234.00999450683594,235.0,31.27,1,BEAM01
0,-70.139499,-12.565004,234.3000030517578,234.0,32.36,1,BEAM01
0,-70.13998,-12.564779,231.25999450683594,231.0,31.89,1,BEAM01
0,-70.139973,-12.564553,232.16000366210938,232.0,30.38,1,BEAM01
0,-70.140035,-12.564328,232.8300018310547,232.0,24.36,1,BEAM01
0,-70.139344,-12.564103,237.1699981689453,238.0,30.51,1,BEAM01
0,-70.139258,-12.563878,245.0399932861328,245.0,34.42,1,BEAM01
0,-70.139737,-12.563202,238.7100067138672,240.0,22.14,1,BEAM01
0,-70.139611,-12.562977,239.6999969482422,239.0,25.13,1,BEAM01
0,-70.139697,-12.562526,239.69000244140625,239.0,21.91,1,BEAM01
0,-70.139403,-12.562301,242.0500030517578,242.0,20.23,1,BEAM01
0,-70.139885,-12.561851,242.7899932861328,242.0,24.44,1,BEAM01
0,-70.140134,-12.560274,252.08999633789062,250.0,22.66,0,BEAM01
0,-70.140044,-12.559824,251.17999267578125,251.0,25.12,1,BEAM01
0,-70.139478,-12.558923,276.8599853515625,276.0,30.6,1,BEAM01
0,-70.139987,-12.558247,271.9599914550781,273.0,26.5,1,BEAM01
0,-70.139642,-12.557797,285.30999755859375,287.0,22.39,0,BEAM01
0,-70.139728,-12.557571,290.1199951171875,289.0,24.61,1,BEAM01
0,-70.139188,-12.557121,288.8299865722656,289.0,27.04,1,BEAM01
0,-70.13945,-12.556896,284.7900085449219,286.0,27.96,1,BEAM01
0,-70.13942,-12.55667,285.3399963378906,287.0,25.69,1,BEAM01
0,-70.139859,-12.55622,286.4200134277344,287.0,20.83,1,BEAM01
0,-70.139277,-12.55577,291.92999267578125,291.0,26.67,1,BEAM01
0,-70.139467,-12.555544,288.9800109863281,289.0,26.47,1,BEAM01
0,-70.139399,-12.555319,288.6700134277344,289.0,31.49,1,BEAM01
0,-70.139153,-12.554869,287.0299987792969,287.0,33.27,1,BEAM01
0,-70.139825,-12.554643,286.4800109863281,287.0,31.01,1,BEAM01
0,-70.139678,-12.554193,283.5199890136719,283.0,22.39,1,BEAM01
0,-70.139974,-12.553968,285.79998779296875,285.0,23.08,1,BEAM01
0,-70.140054,-12.553517,287.1099853515625,287.0,24.24,0,BEAM01
0,-70.139617,-12.552842,292.7099914550781,293.0,32.93,1,BEAM01
0,-70.13987,-12.552391,293.3800048828125,292.0,26.29,1,BEAM01
0,-70.13927,-12.551715,299.82000732421875,300.0,21.99,1,BEAM01
0,-70.139915,-12.550815,301.6199951171875,301.0,20.38,1,BEAM01
0,-70.139719,-12.549914,296.9800109863281,297.0,30.27,1,BEAM01
0,-70.139553,-12.549688,297.9200134277344,298.0,27.18,1,BEAM01
0,-70.139387,-12.549463,295.4100036621094,297.0,26.93,1,BEAM01
0,-70.140059,-12.549238,296.5199890136719,298.0,32.44,1,BEAM01
0,-70.139319,-12.548112,301.3500061035156,301.0,21.43,1,BEAM01
0,-70.139164,-12.547661,299.75,300.0,22.63,1,BEAM01
0,-70.139362,-12.547211,298.3500061035156,298.0,25.81,1,BEAM01
0,-70.139216,-12.546986,295.6400146484375,296.0,34.82,1,BEAM01
0,-70.139804,-12.546761,297.3299865722656,298.0,30.55,1,BEAM01
0,-70.139233,-12.546535,293.8599853515625,294.0,31.88,1,BEAM01
0,-70.139246,-12.54586,293.2699890136719,295.0,34.8,1,BEAM01
0,-70.139196,-12.545634,293.69000244140625,293.0,33.18,1,BEAM01
0,-70.139888,-12.544733,295.6499938964844,297.0,20.73,1,BEAM01
0,-70.139851,-12.544508,299.5899963378906,299.0,32.42,1,BEAM01
0,-70.139289,-12.544283,299.8800048828125,299.0,30.38,0,BEAM01
0,-70.139704,-12.544058,297.29998779296875,296.0,24.98,1,BEAM01
0,-70.139475,-12.543833,296.1099853515625,297.0,34.27,1,BEAM01
0,-70.139102,-12.543382,295.29998779296875,295.0,28.08,1,BEAM01
0,-70.139858,-12.543157,295.1499938964844,295.0,27.49,1,BEAM01
0,-70.13925,-12.542932,295.32000732421875,296.0,28.06,1,BEAM01
0,-70.140075,-12.542031,295.55999755859375,297.0,34.27,1,BEAM01
0,-70.139614,-12.541355,300.07000732421875,299.0,29.12,1,BEAM01
0,-70.139929,-12.540679,301.55999755859375,302.0,29.58,1,BEAM01
0,-70.139612,-12.540229,301.75,302.0,30.81,0,BEAM01
1,-70.129393,-12.599914,237.77999877929688,237.0,32.16,1,BEAM02
1,-70.127843,-12.599688,230.58999633789062,231.0,26.88,1,BEAM02
1,-70.129278,-12.599463,229.14999389648438,230.0,33.74,1,BEAM02
1,-70.128323,-12.599238,236.72999572753906,237.0,29.89,1,BEAM02
1,-70.128816,-12.599013,230.9600067138672,229.0,29.6,1,BEAM02
1,-70.129437,-12.598788,230.25,230.0,20.55,1,BEAM02
1,-70.127823,-12.598562,241.10000610351562,240.0,20.36,1,BEAM02
1,-70.127954,-12.598337,239.14999389648438,240.0,22.06,1,BEAM02
1,-70.127605,-12.598112,244.08999633789062,244.0,31.92,1,BEAM02
1,-70.128988,-12.597887,231.32000732421875,231.0,32.16,1,BEAM02
1,-70.128708,-12.597661,235.17999267578125,234.0,23.98,1,BEAM02
1,-70.128909,-12.597436,235.52999877929688,235.0,31.55,1,BEAM02
1,-70.128996,-12.597211,237.52999877929688,236.0,33.11,1,BEAM02
1,-70.128824,-12.596986,236.7899932861328,237.0,27.74,1,BEAM02
1,-70.128615,-12.596761,242.58999633789062,243.0,21.86,0,BEAM02
1,-70.128316,-12.596535,244.8000030517578,244.0,31.67,1,BEAM02
1,-70.127761,-12.59631,244.66000366210938,245.0,29.57,0,BEAM02
1,-70.128086,-12.596085,245.52000427246094,244.0,20.43,1,BEAM02
1,-70.129483,-12.59586,245.8800048828125,244.0,31.46,1,BEAM02
1,-70.128411,-12.595634,244.0500030517578,243.0,31.41,1,BEAM02
1,-70.128901,-12.595409,246.64999389648438,246.0,22.23,1,BEAM02
1,-70.128561,-12.595184,243.9600067138672,245.0,30.31,1,BEAM02
1,-70.128029,-12.594959,244.75,245.0,29.45,1,BEAM02
1,-70.129052,-12.594733,242.08999633789062,241.0,20.74,0,BEAM02
1,-70.127635,-12.594508,242.60000610351562,243.0,23.91,1,BEAM02
1,-70.127985,-12.594283,237.83999633789062,239.0,27.01,1,BEAM02
1,-70.128694,-12.594058,242.1199951171875,243.0,30.65,0,BEAM02
1,-70.128156,-12.593833,239.60000610351562,240.0,22.39,1,BEAM02
1,-70.129157,-12.593607,241.0500030517578,242.0,29.34,1,BEAM02
1,-70.1281,-12.593382,237.72000122070312,237.0,24.42,0,BEAM02
1,-70.129021,-12.593157,242.13999938964844,243.0,22.58,1,BEAM02
1,-70.128505,-12.592932,238.52999877929688,240.0,21.26,1,BEAM02
1,-70.127919,-12.592706,238.2100067138672,237.0,21.52,1,BEAM02
1,-70.129066,-12.592481,247.57000732421875,246.0,32.66,1,BEAM02
1,-70.129421,-12.592256,242.82000732421875,244.0,32.29,1,BEAM02
1,-70.127652,-12.592031,239.49000549316406,240.0,24.12,1,BEAM02
1,-70.128725,-12.591806,239.97000122070312,239.0,33.96,1,BEAM02
1,-70.129352,-12.59158,244.47000122070312,244.0,32.05,1,BEAM02
1,-70.128933,-12.591355,233.94000244140625,235.0,25.62,0,BEAM02
1,-70.128815,-12.59113,233.25,232.0,25.8,0,BEAM02
1,-70.127611,-12.590905,230.77999877929688,230.0,23.21,1,BEAM02
1,-70.129366,-12.590679,235.9199981689453,235.0,29.91,1,BEAM02
1,-70.128316,-12.590454,229.88999938964844,231.0,20.01,1,BEAM02
1,-70.128801,-12.590229,229.8699951171875,231.0,21.13,1,BEAM02
1,-70.128288,-12.590004,232.13999938964844,233.0,30.3,1,BEAM02
1,-70.128171,-12.589779,238.38999938964844,238.0,29.59,1,BEAM02
1,-70.129473,-12.589553,242.80999755859375,242.0,25.87,1,BEAM02
1,-70.128264,-12.589328,239.67999267578125,241.0,25.15,1,BEAM02
1,-70.127684,-12.589103,243.92999267578125,246.0,30.56,1,BEAM02
1,-70.129256,-12.588878,240.4499969482422,243.0,27.43,1,BEAM02
1,-70.128452,-12.588652,239.14999389648438,242.0,26.75,1,BEAM02
1,-70.128814,-12.588427,244.41000366210938,245.0,23.84,1,BEAM02
1,-70.12926,-12.588202,245.6999969482422,246.0,28.87,1,BEAM02
1,-70.128561,-12.587977,242.22000122070312,241.0,28.64,1,BEAM02
1,-70.128292,-12.587752,241.72000122070312,242.0,22.04,1,BEAM02
1,-70.128058,-12.587526,241.82000732421875,242.0,27.79,1,BEAM02
1,-70.129528,-12.587301,243.2899932861328,244.0,21.38,1,BEAM02
1,-70.12949,-12.587076,245.75999450683594,245.0,23.37,1,BEAM02
1,-70.128743,-12.586851,242.89999389648438,242.0,30.7,1,BEAM02
1,-70.12951,-12.586625,245.13999938964844,245.0,27.64,1,BEAM02
1,-70.129123,-12.5864,246.02999877929688,246.0,27.35,1,BEAM02
1,-70.128831,-12.586175,246.66000366210938,247.0,31.18,1,BEAM02
1,-70.129247,-12.58595,244.32000732421875,244.0,31.12,1,BEAM02
1,-70.129385,-12.585724,243.6300048828125,244.0,28.89,1,BEAM02
1,-70.128794,-12.585499,244.36000061035156,244.0,20.65,1,BEAM02
1,-70.12916,-12.585274,242.85000610351562,241.0,26.94,1,BEAM02
1,-70.129256,-12.585049,240.0399932861328,240.0,23.15,1,BEAM02
1,-70.128109,-12.584824,240.8000030517578,241.0,29.11,0,BEAM02
1,-70.128446,-12.584598,240.08999633789062,240.0,33.14,1,BEAM02
1,-70.128807,-12.584373,242.39999389648438,243.0,34.61,1,BEAM02
1,-70.127568,-12.584148,248.97999572753906,248.0,33.57,0,BEAM02
1,-70.128707,-12.583923,245.44000244140625,244.0,25.1,1,BEAM02
1,-70.12758,-12.583697,248.97999572753906,247.0,34.26,1,BEAM02
1,-70.127848,-12.583472,243.16000366210938,242.0,29.07,1,BEAM02
1,-70.128892,-12.583247,240.05999755859375,241.0,33.93,1,BEAM02
1,-70.128256,-12.583022,244.69000244140625,245.0,22.65,0,BEAM02
1,-70.128332,-12.582797,246.77000427246094,247.0,27.89,1,BEAM02
1,-70.129392,-12.582571,244.27999877929688,245.0,23.9,1,BEAM02
1,-70.127858,-12.582346,242.80999755859375,242.0,21.33,1,BEAM02
1,-70.128186,-12.582121,241.9199981689453,242.0,29.86,1,BEAM02
1,-70.127819,-12.581896,243.3300018310547,243.0,23.23,1,BEAM02
1,-70.127549,-12.58167,247.50999450683594,246.0,28.73,1,BEAM02
1,-70.129463,-12.581445,240.5500030517578,241.0,23.78,1,BEAM02
1,-70.127769,-12.58122,240.5800018310547,240.0,22.16,1,BEAM02
1,-70.129336,-12.580995,239.38999938964844,240.0,34.71,1,BEAM02
1,-70.128917,-12.58077,245.52999877929688,244.0,32.89,1,BEAM02
1,-70.128933,-12.580544,246.4600067138672,246.0,20.53,1,BEAM02
1,-70.129252,-12.580319,243.47999572753906,245.0,26.53,1,BEAM02
1,-70.128632,-12.580094,246.32000732421875,245.0,31.25,1,BEAM02
1,-70.1289,-12.579869,245.41000366210938,244.0,30.44,1,BEAM02
1,-70.127756,-12.579643,244.74000549316406,243.0,25.15,1,BEAM02
1,-70.127592,-12.579418,241.3800048828125,242.0,30.53,0,BEAM02
1,-70.128756,-12.579193,240.05999755859375,240.0,27.41,1,BEAM02
1,-70.128361,-12.578968,243.0,243.0,25.21,1,BEAM02
1,-70.127842,-12.578742,243.3300018310547,243.0,23.05,1,BEAM02
1,-70.129177,-12.578517,233.55999755859375,233.0,25.09,1,BEAM02
1,-70.127877,-12.578292,236.5500030517578,237.0,24.23,1,BEAM02
1,-70.128892,-12.578067,229.7899932861328,231.0,26.61,1,BEAM02
1,-70.129354,-12.577842,230.4499969482422,230.0,25.4,1,BEAM02
1,-70.127783,-12.577616,234.4199981689453,234.0,32.41,1,BEAM02
1,-70.128517,-12.577391,231.05999755859375,231.0,26.31,1,BEAM02
1,-70.128295,-12.577166,231.75,232.0,34.62,1,BEAM02
1,-70.128325,-12.576941,232.27999877929688,233.0,25.65,1,BEAM02
1,-70.129141,-12.576715,227.6300048828125,228.0,28.96,1,BEAM02
1,-70.127887,-12.57649,233.25999450683594,233.0,23.96,1,BEAM02
1,-70.12857,-12.576265,230.0,230.0,29.11,1,BEAM02
1,-70.128576,-12.57604,232.7100067138672,232.0,23.28,1,BEAM02
1,-70.127678,-12.575815,234.50999450683594,235.0,33.87,1,BEAM02
1,-70.128963,-12.575589,235.60000610351562,235.0,31.6,1,BEAM02
1,-70.12762,-12.575364,233.39999389648438,232.0,32.11,0,BEAM02
1,-70.129108,-12.575139,241.5399932861328,240.0,24.76,1,BEAM02
1,-70.128455,-12.574914,233.52999877929688,234.0,33.09,1,BEAM02
1,-70.12846,-12.574688,233.61000061035156,235.0,30.23,1,BEAM02
1,-70.127962,-12.574463,233.83999633789062,234.0,33.13,1,BEAM02
1,-70.129134,-12.574238,239.7100067138672,241.0,31.19,1,BEAM02
1,-70.128054,-12.574013,235.10000610351562,236.0,34.37,1,BEAM02
1,-70.127605,-12.573788,232.44000244140625,233.0,29.39,1,BEAM02
1,-70.129306,-12.573562,241.60000610351562,243.0,24.06,1,BEAM02
1,-70.128513,-12.573337,242.75,242.0,34.28,1,BEAM02
1,-70.128204,-12.573112,242.14999389648438,243.0,21.65,1,BEAM02
1,-70.127652,-12.572887,243.30999755859375,245.0,34.45,1,BEAM02
1,-70.129156,-12.572661,245.42999267578125,245.0,21.64,1,BEAM02
1,-70.128892,-12.572436,243.69000244140625,243.0,24.85,0,BEAM02
1,-70.128485,-12.572211,242.64999389648438,242.0,29.24,1,BEAM02
1,-70.128203,-12.571986,239.6300048828125,240.0,27.11,1,BEAM02
1,-70.128438,-12.571761,240.27999877929688,241.0,27.67,1,BEAM02
1,-70.127925,-12.571535,239.91000366210938,240.0,31.13,1,BEAM02
1,-70.12839,-12.57131,242.35000610351562,241.0,23.1,1,BEAM02
1,-70.128514,-12.571085,236.97000122070312,237.0,28.35,1,BEAM02
1,-70.127742,-12.57086,228.47999572753906,228.0,21.54,1,BEAM02
1,-70.127868,-12.570634,226.3000030517578,225.0,20.65,1,BEAM02
1,-70.128612,-12.570409,232.97000122070312,232.0,25.33,1,BEAM02
1,-70.128521,-12.570184,231.5500030517578,232.0,28.71,1,BEAM02
1,-70.129459,-12.569959,237.97999572753906,239.0,21.17,1,BEAM02
1,-70.12843,-12.569733,231.0500030517578,231.0,31.63,1,BEAM02
1,-70.12904,-12.569508,239.1199951171875,240.0,23.08,1,BEAM02
1,-70.128081,-12.569283,233.9600067138672,235.0,31.45,1,BEAM02
1,-70.128056,-12.569058,235.61000061035156,235.0,20.42,1,BEAM02
1,-70.129338,-12.568833,240.77999877929688,240.0,30.48,1,BEAM02
1,-70.127905,-12.568607,235.63999938964844,236.0,22.96,1,BEAM02
1,-70.128789,-12.568382,241.67999267578125,241.0,31.56,1,BEAM02
1,-70.128727,-12.568157,242.5800018310547,243.0,33.29,1,BEAM02
1,-70.129445,-12.567932,243.24000549316406,243.0,20.07,1,BEAM02
1,-70.128868,-12.567706,242.38999938964844,243.0,22.33,1,BEAM02
1,-70.128504,-12.567481,241.77999877929688,241.0,24.97,1,BEAM02
1,-70.129085,-12.567256,242.60000610351562,244.0,25.07,1,BEAM02
1,-70.129131,-12.567031,243.14999389648438,243.0,27.24,1,BEAM02
1,-70.127784,-12.566806,241.07000732421875,241.0,23.9,1,BEAM02
1,-70.129472,-12.56658,246.22000122070312,245.0,30.46,1,BEAM02
1,-70.129539,-12.566355,241.88999938964844,243.0,34.16,1,BEAM02
1,-70.128695,-12.56613,238.83999633789062,240.0,29.82,1,BEAM02
1,-70.127711,-12.565905,242.4199981689453,242.0,31.49,1,BEAM02
1,-70.127787,-12.565679,243.6199951171875,243.0,28.07,1,BEAM02
1,-70.128515,-12.565454,244.14999389648438,243.0,33.39,1,BEAM02
1,-70.129519,-12.565229,241.4499969482422,241.0,21.22,1,BEAM02
1,-70.128292,-12.565004,248.82000732421875,247.0,25.21,1,BEAM02
1,-70.128941,-12.564779,245.80999755859375,246.0,21.52,1,BEAM02
1,-70.127658,-12.564553,247.02000427246094,247.0,30.27,0,BEAM02
1,-70.128372,-12.564328,249.5500030517578,248.0,27.16,1,BEAM02
1,-70.127816,-12.564103,247.00999450683594,247.0,31.63,1,BEAM02
1,-70.127814,-12.563878,247.32000732421875,248.0,20.67,1,BEAM02
1,-70.128866,-12.563652,245.6199951171875,246.0,23.46,1,BEAM02
1,-70.129137,-12.563427,247.24000549316406,245.0,22.88,1,BEAM02
1,-70.128365,-12.563202,245.02000427246094,244.0,32.74,1,BEAM02
1,-70.128673,-12.562977,245.4600067138672,246.0,21.57,1,BEAM02
1,-70.128427,-12.562752,245.3699951171875,245.0,26.53,1,BEAM02
1,-70.12891,-12.562526,245.74000549316406,246.0,24.56,0,BEAM02
1,-70.128626,-12.562301,244.13999938964844,244.0,27.72,1,BEAM02
1,-70.128943,-12.562076,243.52999877929688,243.0,28.54,1,BEAM02
1,-70.128134,-12.561851,237.13999938964844,238.0,27.44,1,BEAM02
1,-70.127583,-12.561625,240.8000030517578,240.0,20.61,1,BEAM02
1,-70.127738,-12.5614,241.3800048828125,241.0,24.8,1,BEAM02
1,-70.128232,-12.561175,236.94000244140625,237.0,25.93,1,BEAM02
1,-70.127741,-12.56095,238.82000732421875,238.0,22.66,1,BEAM02
1,-70.129516,-12.560724,242.27000427246094,239.0,29.45,1,BEAM02
1,-70.12858,-12.560499,237.7899932861328,237.0,24.54,1,BEAM02
1,-70.129388,-12.560274,239.19000244140625,239.0,31.93,1,BEAM02
1,-70.12902,-12.560049,236.1199951171875,237.0,21.31,1,BEAM02
1,-70.129418,-12.559824,240.6999969482422,242.0,26.96,1,BEAM02
1,-70.128553,-12.559598,238.33999633789062,237.0,25.16,1,BEAM02
1,-70.129296,-12.559373,243.50999450683594,243.0,30.4,1,BEAM02
1,-70.129329,-12.559148,244.55999755859375,244.0,29.73,1,BEAM02
1,-70.129224,-12.558923,249.8300018310547,248.0,33.46,1,BEAM02
1,-70.128466,-12.558697,243.60000610351562,242.0,34.98,1,BEAM02
1,-70.128972,-12.558472,247.49000549316406,247.0,21.93,1,BEAM02
1,-70.12927,-12.558247,250.3000030517578,249.0,23.15,1,BEAM02
1,-70.128146,-12.558022,243.0800018310547,242.0,31.9,1,BEAM02
1,-70.12879,-12.557797,245.9199981689453,247.0,25.43,1,BEAM02
1,-70.129176,-12.557571,247.60000610351562,248.0,28.75,0,BEAM02
1,-70.127776,-12.557346,243.05999755859375,243.0,33.36,0,BEAM02
1,-70.128087,-12.557121,245.47999572753906,245.0,22.37,1,BEAM02
1,-70.129043,-12.556896,244.89999389648438,246.0,27.34,1,BEAM02
1,-70.128208,-12.55667,245.8000030517578,248.0,30.41,1,BEAM02
1,-70.128563,-12.556445,246.69000244140625,247.0,24.63,1,BEAM02
1,-70.129387,-12.55622,251.60000610351562,252.0,28.68,0,BEAM02
1,-70.12889,-12.555995,249.5500030517578,250.0,20.33,1,BEAM02
1,-70.128161,-12.55577,247.0,247.0,28.71,0,BEAM02
1,-70.128639,-12.555544,249.8699951171875,250.0,34.44,1,BEAM02
1,-70.12765,-12.555319,247.4199981689453,248.0,21.69,1,BEAM02
1,-70.128689,-12.555094,258.5400085449219,259.0,20.55,1,BEAM02
1,-70.12894,-12.554869,263.8800048828125,262.0,33.54,1,BEAM02
1,-70.129183,-12.554643,274.70001220703125,274.0,20.28,1,BEAM02
1,-70.12863,-12.554418,275.45001220703125,276.0,27.97,1,BEAM02
1,-70.128855,-12.554193,287.8299865722656,287.0,21.89,1,BEAM02
1,-70.12819,-12.553968,282.17999267578125,283.0,33.92,1,BEAM02
1,-70.128045,-12.553742,285.6499938964844,287.0,31.67,1,BEAM02
1,-70.129226,-12.553517,286.6099853515625,286.0,23.21,1,BEAM02
1,-70.127722,-12.553292,289.05999755859375,289.0,21.9,1,BEAM02
1,-70.127769,-12.553067,289.54998779296875,290.0,20.52,1,BEAM02
1,-70.129479,-12.552842,292.82000732421875,294.0,21.25,1,BEAM02
1,-70.127859,-12.552616,287.5899963378906,287.0,31.54,1,BEAM02
1,-70.128884,-12.552391,286.8399963378906,287.0,31.69,1,BEAM02
1,-70.127993,-12.552166,290.20001220703125,290.0,31.02,1,BEAM02
1,-70.128309,-12.551941,285.9700012207031,285.0,33.66,1,BEAM02
1,-70.129191,-12.551715,276.989990234375,278.0,22.34,1,BEAM02
1,-70.128846,-12.55149,273.29998779296875,273.0,32.3,1,BEAM02
1,-70.12788,-12.551265,277.9599914550781,276.0,32.92,1,BEAM02
1,-70.128541,-12.55104,275.95001220703125,275.0,34.62,1,BEAM02
1,-70.129123,-12.550815,278.42999267578125,278.0,29.39,1,BEAM02
1,-70.12932,-12.550589,282.25,282.0,22.04,0,BEAM02
1,-70.127565,-12.550364,275.0199890136719,273.0,21.79,1,BEAM02
1,-70.128896,-12.550139,290.44000244140625,290.0,33.47,1,BEAM02
1,-70.127588,-12.549914,274.67999267578125,274.0,23.06,1,BEAM02
1,-70.129209,-12.549688,293.70001220703125,292.0,27.83,0,BEAM02
1,-70.128278,-12.549463,285.07000732421875,288.0,31.12,1,BEAM02
